Timestamp,SPX al abrir,Strike,Short Tipo,Short Acción,Short Fecha,Short Mid,Long Tipo,Long Acción,Long Fecha,Long Mid,DÉBITO,Total ($),Contratos
2026-06-09 10:28,"7,405.73",7405,PUT,SELL,2026-08-21,187.95,PUT,BUY,2026-09-18,223.6,35.65,3565.0,1
