Timestamp,Subyacente,SPY al abrir,Strike,Short Tipo,Short Acción,Short Fecha,Short Mid,Long Tipo,Long Acción,Long Fecha,Long Mid,DÉBITO,Total ($),Contratos
2026-06-14 07:55,SPY,742.36,746,PUT,SELL,2026-07-17,14.79,PUT,BUY,2026-08-21,20.13,5.34,534.0,1
